"ClienteID","Edad","Genero","CategoríaProducto","FechaCompra","Precio","Cantidad","Descuento","MétodoPago","TotalVenta"
1336,35,"F","Hogar",2023-12-08,87.91,3,73.77,"Transferencia",69.18
1337,58,"F","Hogar",2023-02-14,86.52,1,36.43,"Tarjeta",55
1338,18,"M","Juguetes",2023-10-31,96.2,10,75.69,"Transferencia",233.86
1339,56,"M","Electrónica",2023-04-20,112.25,2,69.12,"Transferencia",69.33
1340,32,"F","Hogar",2023-09-03,124.91,1,83.9,"Cash",20.11
1341,66,"F","Hogar",2023-03-14,7.77,1,59.49,"Transferencia",3.15
1342,23,"F","Hogar",2023-12-24,408.11,6,24.5,"Tarjeta",1848.74
1343,62,"M","Electrónica",2023-10-14,35.59,6,82.37,"Tarjeta",37.65
1344,50,"M","Juguetes",2023-03-05,181.48,9,31.88,"Tarjeta",1112.62
1345,55,"F","Alimentos",2023-01-16,247.987691836735,1,94.85,"Transferencia",12.77
1346,57,"M","Juguetes",2023-12-17,445.28,7,99.2,"Cash",24.94
1347,27,"M","Hogar",2023-10-01,159.03,2,51.75,"Tarjeta",153.46
1348,51,"M","Ropa",2023-08-27,314.1,8,26.84,"Cash",1838.36
1349,70,"M","Ropa",2023-09-29,277.22,6,94.47,"Transferencia",91.98
1350,43,"M","Ropa",2023-08-06,435.69,9,44.87,"Tarjeta",2161.76
1351,35,"F","Electrónica",2023-06-12,322.11,1,84.84,"Tarjeta",48.83
1352,22,"F","Alimentos",2023-03-27,172.97,1,21.44,"Tarjeta",135.89
1353,52,"M","Electrónica",2023-10-03,255.54,4,45.65,"Transferencia",555.54
1354,23,"F","Electrónica",2023-03-04,72.43,1,31.86,"Cash",49.35
1355,46,"M","Juguetes",2023-12-21,11.13,4,82.82,"Cash",7.65
1356,60,"M","Hogar",2023-03-07,14.74,10,29.94,"Cash",103.27
1357,26,"M","Hogar",2023-05-05,145.22,1,5.62,"Cash",137.06
1358,39,"M","Ropa",2023-09-11,145.65,2,21.12,"Transferencia",229.78
1359,37,"M","Hogar",2023-04-14,347.57,1,93.13,"Transferencia",23.88
1360,64,"M","Hogar",2023-08-07,35.11,10,6.51,"Cash",328.24
1361,47,"M","Electrónica",2023-02-12,366.57,8,50.17,"Cash",1461.29
1362,67,"M","Ropa",2023-05-24,310.14,4,87.51,"Cash",154.95
1363,56,"F","Hogar",2023-01-03,108.15,3,28.23,"Transferencia",232.86
1364,58,"F","Juguetes",2023-03-23,168.13,3,82.22,"Cash",89.68
1365,31,"F","Juguetes",2023-08-02,439.74,8,73.02,"Cash",949.13
1366,46,"M","Electrónica",2023-08-06,186.12,9,26.26,"Cash",1235.2
1367,28,"M","Electrónica",2023-08-07,194.74,4,56.48,"Transferencia",339
1368,37,"F","Electrónica",2023-09-15,247.987691836735,8,26.69,"Tarjeta",1454.4
1369,34,"F","Electrónica",2023-02-20,391.97,9,57.6,"Tarjeta",1495.76
1370,61,"F","Ropa",2023-06-11,191.95,5,26.19,"Cash",708.39
1371,41,"M","Ropa",2023-08-04,467.04,5,20.96,"Tarjeta",1845.74
1372,61,"M","Juguetes",2023-02-18,24.53,1,93.7,"Tarjeta",1.55
1373,68,"M","Electrónica",2023-06-02,174.45,10,39.61,"Cash",1053.5
1374,42,"F","Alimentos",2023-04-25,438.9,10,53.22,"Cash",2053.17
1375,30,"M","Electrónica",2023-08-29,303.22,8,74.84,"Transferencia",610.32
1376,29,"F","Electrónica",2023-10-24,103.84,3,97.74,"Transferencia",7.04
1377,23,"M","Alimentos",2023-11-04,200.08,1,90.05,"Cash",19.91
1378,20,"M","Hogar",2023-04-07,111.33,4,14.05,"Transferencia",382.75
1379,45,"F","Ropa",2023-03-02,84.82,2,8.2,"Cash",155.73
1380,61,"F","Hogar",2023-06-20,283.09,7,5.68,"Transferencia",1869.07
1381,61,"F","Ropa",2023-10-12,461.56,7,72.1,"Tarjeta",901.43
1382,28,"M","Alimentos",2023-05-07,187.13,5,81.07,"Transferencia",177.12
1383,36,"F","Electrónica",2023-08-22,107.12,8,5.55,"Transferencia",809.4
1384,28,"M","Juguetes",2023-12-08,209.04,6,90.37,"Cash",120.78
1385,53,"F","Alimentos",2023-02-14,190.09,6,70.56,"Transferencia",335.77
1386,39,"F","Alimentos",2023-08-06,440.58,5,97.06,"Cash",64.77
1387,28,"F","Juguetes",2023-01-23,141.36,3,0,"Transferencia",424.08
1388,44,"M","Ropa",2023-05-12,21.24,9,21.13,"Tarjeta",150.77
1389,19,"F","Electrónica",2023-08-13,224.54,5,50.38,"Transferencia",557.08
1390,56,"F","Alimentos",2023-02-18,239.45,4,2.78,"Tarjeta",931.17
1391,23,"F","Juguetes",2023-07-02,164.47,10,50.69,"Tarjeta",811
1392,56,"M","Juguetes",2023-12-12,154.17,1,31.98,"Cash",104.87
1393,53,"F","Ropa",2023-08-07,51.84,4,53.67,"Transferencia",96.07
1394,65,"F","Ropa",2023-09-11,339.46,7,85.02,"Cash",355.96
1395,45,"F","Juguetes",2023-11-24,150.1,6,37.53,"Cash",562.6
1396,46,"M","Electrónica",2023-05-25,310.03,7,12.73,"Tarjeta",1893.94
1397,21,"M","Juguetes",2023-12-27,326.53,1,86.56,"Cash",43.89
1398,58,"M","Alimentos",2023-03-03,15.15,5,52.48,"Cash",36
1399,22,"M","Alimentos",2023-11-13,72.36,10,12.34,"Transferencia",634.31
1400,65,"M","Alimentos",2023-03-12,41.21,4,61.6,"Cash",63.3
1401,48,"M","Hogar",2023-10-13,362.95,7,69.72,NA,769.31
1402,60,"M","Ropa",2023-09-27,166.5,6,97.49,"Tarjeta",25.07
1403,65,"M","Hogar",2023-04-02,303.41,10,49,"Transferencia",1547.39
1404,26,"M","Alimentos",2023-09-17,481.59,7,85.74,"Transferencia",480.72
1405,36,"F","Juguetes",2023-11-13,200.02,10,12,"Transferencia",1760.18
1406,45,"M","Alimentos",2023-11-09,98.47,7,52.1,"Cash",330.17
1407,32,"F","Juguetes",2023-02-09,173.42,2,96.94,"Cash",10.61
1408,28,"M","Electrónica",2023-09-18,237,2,61.06,"Transferencia",184.58
1409,46,"F","Hogar",2023-04-23,456.53,4,20.62,"Transferencia",1449.57
1410,34,"F","Alimentos",2023-03-16,402.67,3,47.76,"Tarjeta",631.06
1411,58,"F","Alimentos",2023-03-25,399.61,1,9.74,"Cash",360.69
1412,42,"M","Hogar",2023-02-16,498.48,5,82.44,"Cash",437.67
1413,64,"F","Ropa",2023-08-29,263.04,4,24.07,"Tarjeta",798.91
1414,29,"M","Electrónica",2023-12-01,494.27,5,54.24,"Transferencia",1130.89
1415,36,"F","Hogar",2023-11-06,167.28,7,58.52,"Cash",485.71
1416,69,"M","Juguetes",2023-07-02,468.55,6,72.21,"Cash",781.26
1417,24,"F","Hogar",2023-04-03,136.55,10,12.71,"Transferencia",1191.94
1418,28,"F","Juguetes",2023-05-10,284.73,8,91.74,"Transferencia",188.15
1419,32,"M","Electrónica",2023-04-01,473.21,8,66.55,"Tarjeta",1266.31
1420,26,"F","Hogar",2023-09-14,82.97,2,96.76,"Cash",5.38
1421,63,"M","Ropa",2023-02-11,200.39,3,30.72,"Transferencia",416.49
1422,44,"M","Alimentos",2023-05-20,212.45,3,96.01,"Transferencia",25.43
1423,36,"F","Ropa",2023-04-24,444.59,10,18.73,"Tarjeta",3613.18
1424,28,"M","Electrónica",2023-07-30,427.44,1,13.23,"Tarjeta",370.89
1425,50,"F","Juguetes",2023-11-07,212.32,4,66.29,"Transferencia",286.29
1426,26,"M","Juguetes",2023-09-18,446.59,6,51.69,"Cash",1294.49
1427,58,"F","Alimentos",2023-10-09,251.44,9,20.36,"Cash",1802.22
1428,40,"F","Electrónica",2023-11-02,216.43,7,97.9,"Tarjeta",31.82
1429,34,"M","Alimentos",2023-08-29,143.07,2,26.29,"Cash",210.91
1430,27,"M","Electrónica",2023-05-10,106.76,1,7.75,"Transferencia",98.49
1431,25,"M","Hogar",2023-07-24,366.52,8,0,"Cash",2932.16
1432,35,"M","Electrónica",2023-04-08,154.48,1,98.32,"Tarjeta",2.6
1433,41,"F","Juguetes",2023-09-11,288.11,6,57.58,"Transferencia",733.3
1434,55,"M","Ropa",2023-11-04,81.89,6,18.71,"Transferencia",399.41
1435,44,"F","Hogar",2023-10-07,328.74,5,0,"Cash",1643.7
1436,67,"M","Ropa",2023-12-14,247.987691836735,8,77.64,"Cash",443.6
1437,24,"M","Electrónica",2023-12-10,354.87,7,65.95,"Transferencia",845.83
1438,56,"F","Electrónica",2023-08-09,407.31,1,16.82,"Transferencia",338.8
1439,29,"F","Electrónica",2023-11-30,385.05,7,98.21,"Tarjeta",48.25
1440,58,"F","Electrónica",2023-11-07,81.46,8,5.95,"Transferencia",612.91
1441,33,"F","Juguetes",2023-03-26,330.46,7,41.42,"Transferencia",1355.08
1442,44,"M","Ropa",2023-08-23,73.61,1,26.35,"Cash",54.21
1443,48,"M","Electrónica",2023-01-06,84.84,8,91.74,"Transferencia",56.06
1444,52,"M","Hogar",2023-09-04,436.33,9,52.44,"Cash",1867.67
1445,38,"M","Juguetes",2023-03-11,115.81,9,18.25,"Transferencia",852.07
1446,63,"M","Juguetes",2023-01-01,176.1,2,25.58,"Tarjeta",262.11
1447,51,"F","Alimentos",2023-08-08,92.37,4,5.31,"Cash",349.86
1448,45,"M","Electrónica",2023-01-06,289.64,5,77,"Cash",333.09
1449,53,"M","Ropa",2023-06-06,174.65,8,51.55,"Transferencia",676.94
1450,43,"M","Ropa",2023-03-28,20.21,2,66.76,"Tarjeta",13.44
1451,18,"F","Hogar",2023-06-28,431.68,3,74.89,"Cash",325.18
1452,43,"F","Juguetes",2023-06-23,188.68,1,49.34,"Transferencia",95.59
1453,38,"M","Hogar",2023-01-18,93.18,3,28.02,"Cash",201.21
1454,59,"F","Juguetes",2023-10-05,403.39,1,60.48,"Cash",159.42
1455,38,"M","Ropa",2023-05-16,411.99,7,20.75,"Cash",2285.51
1456,55,"M","Hogar",2023-01-16,454.02,7,38.22,"Cash",1963.45
1457,52,"M","Hogar",2023-06-06,488.25,7,48.72,"Tarjeta",1752.62
1458,47,"M","Alimentos",2023-07-24,253.86,6,32.18,"Tarjeta",1033.01
1459,29,"M","Alimentos",2023-08-02,437.67,7,20.5,"Transferencia",2435.63
1460,50,"M","Juguetes",2023-03-09,22.38,6,55.26,"Transferencia",60.08
1461,61,"F","Juguetes",2023-09-13,186.25,3,28.19,"Tarjeta",401.24
1462,30,"F","Alimentos",2023-11-02,237.66,3,11.36,"Transferencia",631.99
1463,67,"M","Hogar",2023-11-08,467.49,10,67.82,"Tarjeta",1504.38
1464,50,"F","Ropa",2023-08-14,302.37,9,78.8,"Tarjeta",576.92
1465,41,"F","Hogar",2023-04-22,18.21,2,15.95,"Cash",30.61
1466,26,"M","Ropa",2023-08-24,129.31,9,21.49,"Transferencia",913.69
1467,48,"M","Electrónica",2023-06-19,303.34,8,88.02,"Tarjeta",290.72
1468,49,"F","Ropa",2023-08-30,117.73,1,94.07,"Tarjeta",6.98
1469,19,"F","Ropa",2023-12-21,95.7,4,88.52,"Transferencia",43.95
1470,48,"F","Alimentos",2023-09-02,121.35,6,58.48,"Cash",302.31
1471,44,"F","Electrónica",2023-08-09,379.92,2,4.8,"Transferencia",723.37
1472,52,"M","Electrónica",2023-06-13,486.99,3,65.3,"Tarjeta",506.96
1473,50,"M","Ropa",2023-04-20,133,10,45.69,"Cash",722.32
1474,40,"F","Ropa",2023-05-25,469.06,2,38.3,"Transferencia",578.82
1475,67,"F","Ropa",2023-05-10,148.26,8,33.99,"Transferencia",782.93
1476,54,"F","Juguetes",2023-07-01,189.65,3,39.94,"Cash",341.71
1477,27,"M","Ropa",2023-07-09,259.14,2,0,"Cash",518.28
1478,60,"M","Hogar",2023-02-27,14.39,3,64.32,"Transferencia",15.4
1479,36,"F","Ropa",2023-04-25,482.05,3,77.71,"Cash",322.35
1480,33,"M","Electrónica",2023-06-14,103.87,7,6.67,"Transferencia",678.59
1481,64,"M","Ropa",2023-12-27,248.39,1,48.64,"Cash",127.57
1482,56,"M","Electrónica",2023-01-09,135.01,9,31.68,"Tarjeta",830.15
1483,49,"M","Electrónica",2023-02-08,247.987691836735,5,24.26,"Cash",939.13
1484,65,"M","Alimentos",2023-08-15,78.46,2,23.69,"Tarjeta",119.75
1485,67,"M","Ropa",2023-06-05,247.987691836735,10,37.64,"Tarjeta",1546.45
1486,36,"F","Alimentos",2023-02-08,390.8,1,12.1,"Cash",343.51
1487,21,"F","Juguetes",2023-09-18,317.85,3,43.35,"Tarjeta",540.19
1488,68,"M","Hogar",2023-12-21,182.25,4,5.9,"Cash",685.99
1489,52,"F","Hogar",2023-06-09,440.81,5,84.14,"Tarjeta",349.56
1490,51,"M","Alimentos",2023-05-24,337.98,10,42.81,"Transferencia",1932.91
1491,46,"M","Alimentos",2023-07-11,407.72,5,47.57,"Tarjeta",1068.84
1492,30,"M","Hogar",2023-06-17,240.67,4,28.53,"Tarjeta",688.03
1493,53,"M","Juguetes",2023-08-05,59.75,7,42.05,"Transferencia",242.38
1494,37,"M","Hogar",2023-07-20,30.58,2,95.09,"Tarjeta",3
1495,55,"M","Hogar",2023-12-31,272.99,8,96.53,"Tarjeta",75.78
1496,20,"F","Electrónica",2023-03-03,316.19,4,91.47,"Cash",107.88
1497,42,"F","Ropa",2023-04-26,275.59,6,47.58,"Tarjeta",866.79
1498,38,"F","Juguetes",2023-12-17,218.81,6,63.33,"Cash",481.43
1499,70,"F","Juguetes",2023-01-02,358.23,6,0,"Transferencia",2149.38
1500,57,"M","Alimentos",2023-07-07,86.71,1,0,"Cash",86.71
1501,22,"F","Ropa",2023-06-09,407.44,7,51.48,"Cash",1383.83
1502,22,"M","Hogar",2023-11-25,100.25,6,27.94,"Tarjeta",433.44
1503,36,"F","Ropa",2023-10-03,26.61,1,0,"Transferencia",26.61
1504,61,"F","Electrónica",2023-04-28,270.36,7,27.9,"Transferencia",1364.51
1505,47,"F","Alimentos",2023-06-13,109.92,10,71.71,"Cash",310.96
1506,24,"F","Juguetes",2023-07-02,11.9,10,3.06,"Transferencia",115.36
1507,63,"F","Ropa",2023-02-17,457.12,2,62.02,"Cash",347.23
1508,34,"M","Electrónica",2023-05-25,50.83,8,37.48,"Cash",254.23
1509,46,"M","Electrónica",2023-01-03,132.6,8,87.97,"Transferencia",127.61
1510,51,"M","Electrónica",2023-04-05,230.8,9,47.23,"Tarjeta",1096.14
1511,34,"M","Ropa",2023-10-05,338.75,2,30.57,"Cash",470.39
1512,28,"F","Ropa",2023-11-02,150.29,4,44.18,"Cash",335.57
1513,31,"M","Alimentos",2023-11-03,52.02,6,63.59,"Transferencia",113.64
1514,57,"F","Ropa",2023-05-15,130.28,6,65.45,"Transferencia",270.07
1515,50,"M","Juguetes",2023-04-28,167.64,4,25.66,"Cash",498.49
1516,51,"F","Ropa",2023-05-23,417.18,1,4.71,"Transferencia",397.53
1517,27,"F","Juguetes",2023-12-08,486.09,4,70.93,"Transferencia",565.23
1518,51,"M","Hogar",2023-11-10,239,1,16.13,"Cash",200.45
1519,55,"M","Electrónica",2023-11-28,264.56,4,74.25,"Tarjeta",272.5
1520,30,"F","Ropa",2023-10-25,346.93,3,49.87,"Cash",521.75
1521,29,"M","Juguetes",2023-05-28,12.8,1,96.2,"Transferencia",0.49
1522,52,"M","Juguetes",2023-10-18,29.71,9,70.16,"Transferencia",79.79
1523,57,"M","Alimentos",2023-12-14,493.44,2,48.13,"Tarjeta",511.89
1524,50,"F","Ropa",2023-08-23,405.22,5,70.5,"Cash",597.7
1525,63,"F","Electrónica",2023-08-07,356.92,3,29.04,"Tarjeta",759.81
1526,60,"M","Hogar",2023-12-27,200.19,2,13.8,"Transferencia",345.13
1527,28,"F","Ropa",2023-01-10,483.43,8,94.97,"Cash",194.53
1528,25,"F","Juguetes",2023-07-16,156.13,9,83.4,"Cash",233.26
1529,34,"M","Electrónica",2023-02-15,273.65,3,70.43,"Transferencia",242.75
1530,21,"F","Ropa",2023-09-21,158.36,4,63.32,"Cash",232.35
1531,29,"F","Hogar",2023-05-14,97.82,5,22.57,"Cash",378.71
1532,64,"F","Juguetes",2023-03-16,368.7,8,39.03,"Cash",1798.37
1533,31,"F","Ropa",2023-04-09,43.64,6,80.54,"Transferencia",50.95
1534,68,"F","Alimentos",2023-07-04,30.05,9,12.13,"Transferencia",237.64
1535,44,"F","Juguetes",2023-05-31,80.7,4,11.28,"Transferencia",286.39
1536,28,"F","Alimentos",2023-12-15,9.91,9,47.09,"Transferencia",47.19
1537,66,"M","Juguetes",2023-12-30,293.12,4,12.18,"Transferencia",1029.67
1538,46,"F","Ropa",2023-01-27,24.27,4,12.75,"Tarjeta",84.7
1539,55,"M","Alimentos",2023-03-26,400.27,6,9.25,"Tarjeta",2179.47
1540,61,"F","Ropa",2023-01-15,440.95,10,13.73,"Transferencia",3804.08
1541,36,"M","Hogar",2023-01-14,256.89,7,4.33,"Tarjeta",1720.37
1542,38,"M","Electrónica",2023-07-27,299.82,2,38.78,"Cash",367.1
1543,66,"F","Juguetes",2023-01-21,163.76,1,52,"Tarjeta",78.6
1544,23,"F","Hogar",2023-08-30,418.24,5,84.43,"Tarjeta",325.6
1545,22,"F","Hogar",2023-03-24,397.8,6,11.12,"Tarjeta",2121.39
1546,66,"M","Ropa",2023-11-09,339.25,6,79.26,"Tarjeta",422.16
1547,41,"F","Hogar",2023-08-05,69.67,3,68.16,"Transferencia",66.55
1548,33,"F","Alimentos",2023-01-17,494.89,3,51.45,"Transferencia",720.81
1549,26,"M","Ropa",2023-11-28,279.65,2,90.45,"Cash",53.41
1550,60,"F","Electrónica",2023-10-30,385.87,9,30.16,"Cash",2425.42
1551,54,"F","Hogar",2023-02-26,108.56,3,28.46,"Cash",232.99
1552,31,"F","Electrónica",2023-09-13,254.34,7,67.36,"Transferencia",581.12
1553,22,"M","Juguetes",2023-08-26,368.5,2,12.23,"Tarjeta",646.86
1554,60,"M","Hogar",2023-09-04,241.39,6,51.54,"Cash",701.87
1555,47,"M","Ropa",2023-01-06,274.08,9,65.9,NA,841.15
1556,62,"M","Alimentos",2023-01-15,273.37,6,62.87,"Tarjeta",609.01
1557,69,"F","Juguetes",2023-08-26,372.18,4,21.51,"Cash",1168.5
1558,21,"F","Juguetes",2023-06-02,458.14,8,58.64,"Cash",1515.89
1559,21,"F","Electrónica",2023-11-02,70.73,5,91.77,"Tarjeta",29.11
1560,60,"F","Alimentos",2023-10-31,481.89,6,67.2,"Cash",948.36
1561,49,"M","Hogar",2023-09-28,314.74,3,8.67,"Tarjeta",862.36
1562,45,"F","Electrónica",2023-10-14,469.9,5,16.39,"Transferencia",1964.42
1563,38,"M","Ropa",2023-07-09,263.81,3,61.06,"Transferencia",308.18
1564,69,"M","Electrónica",2023-01-27,255.78,5,73.31,"Tarjeta",341.34
1565,23,"M","Juguetes",2023-11-04,99.66,7,65.83,"Tarjeta",238.38
1566,59,"F","Juguetes",2023-04-16,22.2,7,89.57,"Transferencia",16.21
1567,37,"F","Alimentos",2023-06-21,35.71,9,26,"Cash",237.83
1568,34,"F","Alimentos",2023-03-13,35.11,6,45.27,"Transferencia",115.29
1569,28,"F","Ropa",2023-01-04,286.08,2,33.89,"Cash",378.25
1570,57,"M","Alimentos",2023-01-11,247.987691836735,3,22.26,"Tarjeta",578.36
1571,38,"M","Electrónica",2023-09-26,475.76,1,78.22,"Tarjeta",103.62
1572,54,"M","Juguetes",2023-08-31,200.5,7,47.35,"Cash",738.94
1573,49,"F","Juguetes",2023-05-01,59.2,4,18.72,"Cash",192.47
1574,36,"F","Juguetes",2023-04-25,106.15,8,45.63,"Cash",461.71
1575,60,"M","Ropa",2023-03-02,198.83,6,21.76,"Tarjeta",933.39
1576,18,"M","Ropa",2023-03-10,56.23,5,38.49,"Cash",172.94
1577,51,"M","Alimentos",2023-10-18,350.89,6,30.06,"Transferencia",1472.47
1578,29,"F","Electrónica",2023-10-24,212.94,1,73.03,"Transferencia",57.43
1579,31,"F","Hogar",2023-07-29,7.29,6,8.72,"Tarjeta",39.93
1580,20,"M","Alimentos",2023-05-13,84.16,7,80.4,"Tarjeta",115.47
1581,65,"F","Alimentos",2023-03-28,259.11,10,42.46,"Tarjeta",1490.92
1582,37,"M","Ropa",2023-08-10,174.02,7,59.08,"Tarjeta",498.46
1583,43,"F","Alimentos",2023-01-16,468.67,3,61.64,"Transferencia",539.35
1584,21,"F","Hogar",2023-08-09,496.09,3,21.19,"Cash",1172.91
1585,21,"M","Alimentos",2023-07-24,39.95,8,24.04,"Cash",242.77
1586,43,"M","Electrónica",2023-09-28,42.25,8,42.32,"Cash",194.96
1587,18,"M","Juguetes",2023-12-27,470.69,4,13.3,"Transferencia",1632.35
1588,42,"M","Hogar",2023-02-08,69.87,8,13.85,"Transferencia",481.54
1589,34,"M","Hogar",2023-03-22,39.89,3,66.43,"Cash",40.17
1590,38,"M","Juguetes",2023-06-28,486.18,10,64.61,"Cash",1720.59
1591,53,"M","Ropa",2023-08-15,348.4,10,38.14,"Cash",2155.2
1592,34,"M","Ropa",2023-11-16,156.73,9,1.58,"Transferencia",1388.28
1593,56,"M","Juguetes",2023-08-25,147.43,8,47.8,"Cash",615.67
1594,22,"F","Hogar",2023-04-01,141.04,4,0,"Cash",564.16
1595,46,"F","Alimentos",2023-04-27,484.47,5,53.38,"Cash",1129.3
1596,26,"M","Juguetes",2023-07-19,189.81,5,86.15,"Cash",131.44
1597,48,"M","Hogar",2023-01-04,226.13,1,43.78,"Cash",127.13
1598,23,"M","Ropa",2023-03-19,19.55,2,81.3,"Cash",7.31
1599,58,"M","Alimentos",2023-03-02,497.96,9,59.85,"Cash",1799.38
1600,48,"M","Ropa",2023-03-06,492.3,10,66.87,"Transferencia",1630.99
1601,52,"M","Hogar",2023-04-21,66.77,8,0,"Transferencia",534.16
1602,26,"M","Hogar",2023-05-07,139.68,7,53.52,"Cash",454.46
1603,66,"F","Juguetes",2023-10-16,358.86,6,3.11,"Tarjeta",2086.2
1604,52,"M","Hogar",2023-04-07,257.12,6,78.02,"Transferencia",339.09
1605,55,"F","Electrónica",2023-03-06,494.91,6,27.23,"Transferencia",2160.88
1606,35,"M","Ropa",2023-01-05,160.36,3,33.8,"Transferencia",318.47
1607,34,"F","Hogar",2023-08-31,117.74,5,24.67,"Cash",443.47
1608,30,"F","Hogar",2023-05-16,398.49,9,11.77,"Transferencia",3164.29
1609,61,"M","Ropa",2023-03-12,269.93,6,41.3,"Tarjeta",950.69
1610,64,"M","Juguetes",2023-07-16,248.06,4,52.64,"Transferencia",469.92
1611,46,"F","Juguetes",2023-08-24,311.06,2,77.1,"Cash",142.47
1612,59,"M","Ropa",2023-05-21,451.85,10,79.86,"Transferencia",910.03
1613,70,"M","Electrónica",2023-10-16,363.46,4,38.53,"Transferencia",893.68
1614,33,"M","Ropa",2023-06-28,499.13,2,76.11,"Transferencia",238.48
1615,50,"F","Electrónica",2023-01-20,462.22,10,41.49,"Transferencia",2704.45
1616,55,"F","Hogar",2023-05-05,70.63,6,38.96,"Tarjeta",258.68
1617,32,"F","Electrónica",2023-03-19,247.69,9,81.85,"Tarjeta",404.6
1618,44,"M","Hogar",2023-11-18,261.37,4,25.92,NA,774.49
1619,39,"M","Hogar",2023-06-11,34.01,2,74.04,"Tarjeta",17.66
1620,25,"F","Ropa",2023-09-10,159.21,10,29.51,"Cash",1122.27
1621,18,"M","Hogar",2023-04-25,111.27,1,57.55,"Cash",47.23
1622,23,"F","Ropa",2023-07-02,232.01,10,53.01,"Tarjeta",1090.21
1623,66,"M","Ropa",2023-03-31,106.47,6,42.34,"Transferencia",368.34
1624,39,"M","Ropa",2023-11-03,212.07,7,85.87,"Tarjeta",209.76
1625,23,"M","Hogar",2023-11-14,230.98,2,85.42,"Transferencia",67.35
1626,22,"F","Juguetes",2023-01-16,478.09,5,45.57,"Tarjeta",1301.12
1627,43,"M","Alimentos",2023-04-02,57.96,3,45.18,"Transferencia",95.32
1628,26,"F","Juguetes",2023-06-09,484.85,8,90.7,"Tarjeta",360.73
1629,48,"M","Juguetes",2023-07-17,135.77,9,99.31,"Transferencia",8.43
1630,59,"F","Hogar",2023-01-08,382.43,1,47.26,"Tarjeta",201.69
1631,20,"M","Electrónica",2023-03-13,433.59,4,92.94,"Transferencia",122.45
1632,58,"F","Ropa",2023-08-14,322.57,5,87.51,"Transferencia",201.44
1633,49,"M","Hogar",2023-01-31,276.92,1,40.95,"Tarjeta",163.52
1634,70,"F","Ropa",2023-09-14,112.56,8,95.03,"Tarjeta",44.75
1635,40,"M","Juguetes",2023-02-25,478.84,3,28.83,"Tarjeta",1022.37
1636,35,"F","Juguetes",2023-12-27,358.93,1,17.76,"Cash",295.18
1637,39,"M","Alimentos",2023-09-15,253,2,86.97,"Cash",65.93
1638,40,"F","Hogar",2023-07-03,206.43,3,39.39,"Tarjeta",375.35
1639,68,"F","Electrónica",2023-07-31,14.18,8,0,"Cash",113.44
1640,42,"M","Ropa",2023-07-04,104.08,1,95.27,"Transferencia",4.92
1641,55,"F","Electrónica",2023-12-18,406.56,9,5,"Transferencia",3476.09
1642,47,"M","Hogar",2023-06-25,79.91,1,8.29,"Tarjeta",73.29
1643,55,"F","Electrónica",2023-09-20,464.56,8,25.01,"Tarjeta",2786.99
1644,57,"M","Electrónica",2023-06-16,382.79,10,0,"Cash",3827.9
1645,21,"F","Alimentos",2023-02-10,140.18,8,98.43,"Transferencia",17.61
1646,34,"F","Juguetes",2023-12-16,197.26,7,71.3,"Tarjeta",396.3
1647,69,"F","Electrónica",2023-07-29,104.02,10,92.33,"Transferencia",79.78
1648,23,"F","Electrónica",2023-04-03,68.4,10,39.09,"Cash",416.62
1649,43,"M","Hogar",2023-03-16,286.5,2,20.1,"Tarjeta",457.83
1650,56,"F","Hogar",2023-07-04,247.987691836735,6,41.22,"Transferencia",874.6
1651,49,"M","Electrónica",2023-07-29,373.61,2,0,"Tarjeta",747.22
1652,44,"M","Juguetes",2023-07-10,456.28,6,20.35,"Tarjeta",2180.56
1653,56,"M","Juguetes",2023-01-27,101.42,8,48.14,NA,420.77
1654,28,"M","Hogar",2023-08-11,17.15,9,24.44,"Transferencia",116.63
1655,38,"M","Juguetes",2023-03-29,412.43,5,78.98,"Cash",433.46
1656,50,"M","Juguetes",2023-05-15,378.7,7,41.26,"Cash",1557.14
1657,68,"M","Alimentos",2023-03-18,415.97,9,47.67,"Transferencia",1959.09
1658,25,"F","Ropa",2023-05-31,440.84,7,66.73,"Tarjeta",1026.67
1659,34,"M","Electrónica",2023-04-28,349.16,3,75.28,"Transferencia",258.94
1660,47,"F","Ropa",2023-04-19,439.11,3,14.27,"Transferencia",1129.35
1661,31,"M","Ropa",2023-06-23,63.7,2,46.13,"Transferencia",68.63
1662,41,"F","Juguetes",2023-09-18,370.05,8,45.09,"Cash",1625.56
1663,24,"M","Electrónica",2023-05-02,181.8,7,69.56,"Transferencia",387.38
1664,20,"F","Juguetes",2023-10-18,32.34,10,2.33,"Cash",315.86
1665,50,"M","Ropa",2023-06-08,253.8,5,71.96,"Tarjeta",355.83
1666,41,"M","Hogar",2023-09-29,220.43,1,13.56,"Tarjeta",190.54
1667,32,"M","Alimentos",2023-08-26,373.4,4,70.36,"Tarjeta",442.7
1668,44,"F","Ropa",2023-04-21,41.87,3,1.75,"Transferencia",123.41
1669,41,"F","Ropa",2023-08-14,247.987691836735,2,74.53,"Cash",126.32
1670,40,"M","Alimentos",2023-07-12,135.65,2,90.97,"Transferencia",24.5
1671,63,"F","Hogar",2023-02-19,259.71,1,44.39,"Transferencia",144.42
1672,44,"F","Alimentos",2023-01-01,283.65,2,13.53,"Tarjeta",490.54
1673,29,"F","Ropa",2023-04-05,110.24,6,6.2,"Transferencia",620.43
